feed_product_type,item_sku,brand_name,item_name,manufacturer,part_number,item_type,fit_type,standard_price,quantity,item_package_quantity,condition_type,number_of_items,main_image_url,other_image_url1,other_image_url2,other_image_url3,swatch_image_url,parent_child,parent_sku,relationship_type,variation_theme,update_delete,product_subtype,product_description,inner_material_type,outer_material_type,sole_material,model,oe_manufacturer,department_name,style_keywords,bullet_point1,bullet_point2,bullet_point3,bullet_point4,bullet_point5,target_audience_keywords,generic_keywords,list_price
autopart,LZTR5AGP/3381&-96,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS ES 2001-2004 2.7L/167,NGK,DZNGK-22182,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,ES,2001,2004,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-97,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS R/T 2002-2006 2.7L/167,NGK,DZNGK-22183,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,R/T,2002,2006,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-98,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (4 Pack) for DODGE STRATUS SE 2001-2004 2.4L/148,NGK,DZNGK-22184,automotive-ignition-products,,24.86,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp4c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine L4,  Engine Size 2.4L/148",Engine Family Mopar 4-cylinder,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 4 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SE,2001,2004,L4,2.4L/148, 4-cylinder,",37.29
autopart,LZTR5AGP/3381&-99,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SE 2001-2004 2.7L/167,NGK,DZNGK-22185,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SE,2001,2004,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-100,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (4 Pack) for DODGE STRATUS SE PLUS 2002-2002 2.4L/148,NGK,DZNGK-22186,automotive-ignition-products,,24.86,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp4c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine L4,  Engine Size 2.4L/148",Engine Family Mopar 4-cylinder,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 4 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SE PLUS,2002,2002,L4,2.4L/148, 4-cylinder,",37.29
autopart,LZTR5AGP/3381&-101,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SE PLUS 2002-2002 2.7L/167,NGK,DZNGK-22187,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SE PLUS,2002,2002,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-102,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SXT 2003-2003 2.7L/167,NGK,DZNGK-22188,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SXT,2003,2003,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-103,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (4 Pack) for DODGE STRATUS SXT 2003-2006 2.4L/148,NGK,DZNGK-22189,automotive-ignition-products,,24.86,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp4c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine L4,  Engine Size 2.4L/148",Engine Family Mopar 4-cylinder,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 4 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SXT,2003,2006,L4,2.4L/148, 4-cylinder,",37.29
autopart,LZTR5AGP/3381&-104,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SXT 2005-2006 2.7L/167,NGK,DZNGK-22190,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 2.7L/167",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,STRATUS,SXT,2005,2006,V6,2.7L/167, V6,",45.75
autopart,LZTR5AGP/3381&-105,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (10 Pack) for DODGE VIPER SRT-10 2008-2010 8.4L/515,NGK,DZNGK-22191,automotive-ignition-products,,41.78,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp10c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V10,  Engine Size 8.4L/515",Engine Family Mopar V10,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 10 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,VIPER,SRT-10,2008,2010,V10,8.4L/515, V10,",62.67
autopart,LZTR5AGP/3381&-106,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (10 Pack) for DODGE VIPER SRT-10 ACR 2008-2010 8.4L/515,NGK,DZNGK-22192,automotive-ignition-products,,41.78,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp10c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V10,  Engine Size 8.4L/515",Engine Family Mopar V10,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 10 Pack,Consumer Audience,"NGK,G-Power Platinum,DODGE,VIPER,SRT-10 ACR,2008,2010,V10,8.4L/515, V10,",62.67
autopart,LZTR5AGP/3381&-107,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for JEEP GRAND CHEROKEE SRT8 2006-2010 6.1L/370,NGK,DZNGK-22193,automotive-ignition-products,,36.14,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp8c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V8,  Engine Size 6.1L/370",Engine Family Mopar Hemi Gen III,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 8 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,GRAND CHEROKEE,SRT8,2006,2010,V8,6.1L/370, Hemi Gen III,",54.21
autopart,LZTR5AGP/3381&-108,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER 70TH ANNIVERSARY 2011-2011 3.8L/231,NGK,DZNGK-22194,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,70TH ANNIVERSARY,2011,2011,V6,3.8L/231, V6,",45.75
autopart,LZTR5AGP/3381&-109,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER ISLANDER 2010-2010 3.8L/231,NGK,DZNGK-22195,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,ISLANDER,2010,2010,V6,3.8L/231, V6,",45.75
autopart,LZTR5AGP/3381&-110,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER MOUNTAIN 2010-2010 3.8L/231,NGK,DZNGK-22196,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,MOUNTAIN,2010,2010,V6,3.8L/231, V6,",45.75
autopart,LZTR5AGP/3381&-111,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER RUBICON 2007-2011 3.8L/231,NGK,DZNGK-22197,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,RUBICON,2007,2011,V6,3.8L/231, V6,",45.75
autopart,LZTR5AGP/3381&-112,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER SAHARA 2007-2011 3.8L/231,NGK,DZNGK-22198,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,SAHARA,2007,2011,V6,3.8L/231, V6,",45.75
autopart,LZTR5AGP/3381&-113,NGK,NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER SPORT 2010-2011 3.8L/231,NGK,DZNGK-22199,automotive-ignition-products,,30.50,5,1,New,1,http://midnightautos.com/wp-content/uploads/2019/04/ngkp6c.png,,,,,,,,,,,"These G-Power Platinum spark plugs deliver the power and quality that you expect from NGK. The fine pure-platinum electrode tip remains virtually unchanged and reaches self-cleaning temperatures to deliver longer durability and optimum performance. Compared to conventional plugs, G-Power plugs deliver better starts, superior acceleration, and greater fuel economy. Shorty Spark Plug: No. Resistor: Yes. Manufacturer Heat Range: 5. Electrode Tip Material: Platinum. Electrode Core Material: Copper. Insulator Type: Projected. Spark Plug Thread Size: 14mm. Spark Plug Reach: 0.984 in. Spark Plug Seat Style: Tapered. Wrench Diameter: 5/8 in. Ground Strap Quantity: One",,,,,,,,"Engine V6,  Engine Size 3.8L/231",Engine Family Mopar V6,Trivalent metal plating provides superior anti-corrosion and anti-seizing properties. Corrugated ribs prevent flashover. Trapezoid cut ground electrode reduces quenching.,"Copper core aids in heat removal. Triple seals prevent leakage. Pure alumina silicate ceramic insulator, provides superior strength and better heat transfer. Fine wire platinum tipped center electrode reduces required voltage for better starts, superior acceleration and increased fuel economy",Sold In 6 Pack,Consumer Audience,"NGK,G-Power Platinum,JEEP,WRANGLER,SPORT,2010,2011,V6,3.8L/231, V6,",45.75
